pinyin	phoneme	syll	syll_n	letter_n	sound_n	
wu4	wu4	['wu']	1	2	2	
ren3nai4	ren3n#4	['ren', 'nai']	2	6	5	
dao4di3	d#4di3	['dao', 'di']	2	5	4	
de2jiu4	de2jiu4	['de', 'jiu']	2	5	5	
cheng2yi4	$eŋ2yi4	['cheng', 'yi']	2	7	5	
xue2sheng	xue2$eŋ	['xue', 'sheng']	2	8	6	
zhu3ren2	$u3ren2	['zhu', 'ren']	2	6	5	
ba4	ba4	['ba']	1	2	2	
bie2xi1bu3	bie2xi1bu3	['bie', 'xi', 'bu']	3	7	7	
er3	er3	['er']	1	2	2	
fang2	faŋ2	['fang']	1	4	3	
xuan1yang2	xuan1yaŋ2	['xuan', 'yang']	2	8	7	
ling2hun2	ljəŋ2hwən2	['ling', 'hun']	2	7	8	
ma2que4	ma2que4	['ma', 'que']	2	5	5	
fen1	fen1	['fen']	1	3	3	
yin2zi	yin2zi	['yin', 'zi']	2	5	5	
diao4	di#4	['diao']	1	4	3	
shu3	$u3	['shu']	1	3	2	
ju4pa4	ju4pa4	['ju', 'pa']	2	4	4	
tai4ping2	t#4pjəŋ2	['tai', 'ping']	2	7	6	
dao1bing1	d#1bjəŋ1	['dao', 'bing']	2	7	6	
sheng1shu1	$eŋ1$u1	['sheng', 'shu']	2	8	5	
xi2fu4	xi2fu4	['xi', 'fu']	2	4	4	
po2po	po2po	['po', 'po']	2	4	4	
guo4yu2	guo4yu2	['guo', 'yu']	2	5	5	
bei1	b#1	['bei']	1	3	2	
shi2zi4jia4	$i2zi4jia4	['shi', 'zi', 'jia']	3	8	7	
shi1sang4	$i1saŋ4	['shi', 'sang']	2	7	5	
bu4de2	bu4de2	['bu', 'de']	2	4	4	
hai2shi4	h#2$i4	['hai', 'shi']	2	6	4	
deng3hou4	deŋ3h#4	['deng', 'hou']	2	7	5	
bie2ren2	bie2ren2	['bie', 'ren']	2	6	6	
que4zi	que4zi	['que', 'zi']	2	5	5	
long2zi	loŋ2zi	['long', 'zi']	2	6	5	
qiong2ren2	qioŋ2ren2	['qiong', 'ren']	2	8	7	
jiang3lun4	jiaŋ3lwən4	['jiang', 'lun']	2	8	8	
lu2wei3	lu2w#3	['lu', 'wei']	2	5	4	
xi4ruan3	xi4ruan3	['xi', 'ruan']	2	6	6	
wang2gong1	waŋ2goŋ1	['wang', 'gong']	2	8	6	
jiu1jing4	jiu1jjəŋ4	['jiu', 'jing']	2	7	7	
chai1qian3	$#1qian3	['chai', 'qian']	2	8	6	
dao4lu4	d#4lu4	['dao', 'lu']	2	5	4	
ru2jin1	ru2jin1	['ru', 'jin']	2	5	5	
nu3li4	nu3li4	['nu', 'li']	2	4	4	
yu4yan2	yu4yan2	['yu', 'yan']	2	5	5	
wei2zhi3	w#2$i3	['wei', 'zhi']	2	6	4	
ling3shou4	ljəŋ3$#4	['ling', 'shou']	2	8	6	
yi3li4ya4	yi3li4ya4	['yi', 'li', 'ya']	3	6	6	
ke3	ke3	['ke']	1	2	2	
shi4dai4	$i4d#4	['shi', 'dai']	2	6	4	
hao3xiang4	h#3xiaŋ4	['hao', 'xiang']	2	8	6	
hai2tong2	h#2toŋ2	['hai', 'tong']	2	7	5	
jie1shi4	jie1$i4	['jie', 'shi']	2	6	5	
tong2ban4	toŋ2ban4	['tong', 'ban']	2	7	6	
tiao4wu3	ti#4wu3	['tiao', 'wu']	2	6	5	
ju3	ju3	['ju']	1	2	2	
xiong1	xioŋ1	['xiong']	1	5	4	
fu4zhuo2	fu4$uo2	['fu', 'zhuo']	2	6	5	
tan1shi2	tan1$i2	['tan', 'shi']	2	6	5	
hao4jiu3	h#4jiu3	['hao', 'jiu']	2	6	5	
peng2you	peŋ2y#	['peng', 'you']	2	7	5	
zhi4hui4	$i4hui4	['zhi', 'hui']	2	6	5	
xian3	xian3	['xian']	1	4	4	
na4xie1	na4xie1	['na', 'xie']	2	5	5	
ze2bei4	ze2b#4	['ze', 'bei']	2	5	4	
ge1la1xun4	ge1la1xun4	['ge', 'la', 'xun']	3	7	7	
bo2sai4da4	bo2s#4da4	['bo', 'sai', 'da']	3	7	6	
tui1luo2	tui1luo2	['tui', 'luo']	2	6	6	
xi1dun4	xi1dwən4	['xi', 'dun']	2	5	6	
meng2hui1	meŋ2hui1	['meng', 'hui']	2	7	6	
zhui4luo4	$ui4luo4	['zhui', 'luo']	2	7	6	
yin1jian1	yin1jian1	['yin', 'jian']	2	7	7	
cun2	cwən2	['cun']	1	3	4	
gan3xie4	gan3xie4	['gan', 'xie']	2	6	6	
tong1da2	toŋ1da2	['tong', 'da']	2	6	5	
cang2	caŋ2	['cang']	1	4	3	
ying1hai2	yiŋ1h#2	['ying', 'hai']	2	7	5	
mei3	m#3	['mei']	1	3	2	
ru2ci3	ru2ci3	['ru', 'ci']	2	4	4	
chu2le	$u2le	['chu', 'le']	2	5	4	
zhong4dan4	$oŋ4dan4	['zhong', 'dan']	2	8	6	
an1xi1	an1xi1	['an', 'xi']	2	4	4	
rou2	r#2	['rou']	1	3	2	
qia1bei1	qia1b#1	['qia', 'bei']	2	6	5	
xue2	xue2	['xue']	1	3	3	
yang4shi4	yaŋ4$i4	['yang', 'shi']	2	7	5	
dan4zi	dan4zi	['dan', 'zi']	2	5	5	
sheng3	$eŋ3	['sheng']	1	5	3	
an1xi1ri4	an1xi1ri4	['an', 'xi', 'ri']	3	6	6	
mai4sui4	m#4sui4	['mai', 'sui']	2	6	5	
ji1e4	ji1e4	['ji', 'e']	2	3	3	
zen3me	zen3me	['zen', 'me']	2	5	5	
chen2she4bing3	$en2$e4bjəŋ3	['chen', 'she', 'bing']	3	11	9	
zai4zhe3	z#4$e3	['zai', 'zhe']	2	6	4	
ming2bai	mjəŋ2b#	['ming', 'bai']	2	7	6	
dang4	daŋ4	['dang']	1	4	3	
gan1	gan1	['gan']	1	3	3	
kong4gao4	koŋ4g#4	['kong', 'gao']	2	7	5	
keng1	keŋ1	['keng']	1	4	3	
zhua1zhu4	$ua1$u4	['zhua', 'zhu']	2	7	5	
ke3yi3de	ke3yi3de	['ke', 'yi', 'de']	3	6	6	
yuan2	ɥæn2	['yuan']	1	4	3	
shang1yi4	$aŋ1yi4	['shang', 'yi']	2	7	5	
qi2zhong1	qi2$oŋ1	['qi', 'zhong']	2	7	5	
jian3xuan3	jian3xuan3	['jian', 'xuan']	2	8	8	
qi1nai4	qi1n#4	['qi', 'nai']	2	5	4	
gong1li3	goŋ1li3	['gong', 'li']	2	6	5	
bang1	baŋ1	['bang']	1	4	3	
zheng1jing	$eŋ1jjəŋ	['zheng', 'jing']	2	9	7	
xuan1	xuan1	['xuan']	1	4	4	
ye1shang1	ye1$aŋ1	['ye', 'shang']	2	7	5	
zhe2	$e2	['zhe']	1	3	2	
jiang1can2	jiaŋ1can2	['jiang', 'can']	2	8	7	
deng1huo3	deŋ1huo3	['deng', 'huo']	2	7	6	
ta1shi1	ta1$i1	['ta', 'shi']	2	5	4	
de2sheng4	de2$eŋ4	['de', 'sheng']	2	7	5	
yang3wang4	yaŋ3waŋ4	['yang', 'wang']	2	8	6	
xia1	xia1	['xia']	1	3	3	
ye1	ye1	['ye']	1	2	2	
wu2fei1	wu2f#1	['wu', 'fei']	2	5	4	
yi4nian4	yi4nian4	['yi', 'nian']	2	6	6	
zi4xiang1fen1zheng1	zi4xiaŋ1fen1$eŋ1	['zi', 'xiang', 'fen', 'zheng']	4	15	12	
cheng2wei2	$eŋ2w#2	['cheng', 'wei']	2	8	5	
huang1	huaŋ1	['huang']	1	5	4	
zi3di4	zi3di4	['zi', 'di']	2	4	4	
duan4ding4	duan4djəŋ4	['duan', 'ding']	2	8	8	
shi4fei1	$i4f#1	['shi', 'fei']	2	6	4	
zhuang4shi4	$uaŋ4$i4	['zhuang', 'shi']	2	9	6	
qiang3duo2	qiaŋ3duo2	['qiang', 'duo']	2	8	7	
jia1ju	jia1ju	['jia', 'ju']	2	5	5	
chu2fei1	$u2f#1	['chu', 'fei']	2	6	4	
kun2	kwən2	['kun']	1	3	4	
shou1ju4	$#1ju4	['shou', 'ju']	2	6	4	
fen1san4	fen1san4	['fen', 'san']	2	6	6	
xie4du2	xie4du2	['xie', 'du']	2	5	5	
she4mian3	$e4mian3	['she', 'mian']	2	7	6	
gan1fan4	gan1fan4	['gan', 'fan']	2	6	6	
jin1shi4	jin1$i4	['jin', 'shi']	2	6	5	
lai2shi4	l#2$i4	['lai', 'shi']	2	6	4	
chong1man3	$oŋ1man3	['chong', 'man']	2	8	6	
fa1chu1	fa1$u1	['fa', 'chu']	2	5	4	
xian2hua4	xian2hua4	['xian', 'hua']	2	7	7	
deng2	deŋ2	['deng']	1	4	3	
shen2ji1	$en2ji1	['shen', 'ji']	2	6	5	
xie2e4	xie2e4	['xie', 'e']	2	4	4	
yue1na2	ɥe1na2	['yue', 'na']	2	5	4	
yi3wai4	yi3w#4	['yi', 'wai']	2	5	4	
san1	san1	['san']	1	3	3	
da4yu2	da4yu2	['da', 'yu']	2	4	4	
ni2ni2wei1	ni2ni2w#1	['ni', 'ni', 'wei']	3	7	6	
nan2fang1	nan2faŋ1	['nan', 'fang']	2	7	6	
nv3wang2	nv3waŋ2	['nv', 'wang']	2	6	5	
di4ji2	di4ji2	['di', 'ji']	2	4	4	
er2	er2	['er']	1	2	2	
ren2shen1	ren2$en1	['ren', 'shen']	2	7	6	
xun2qiu2	xun2qiu2	['xun', 'qiu']	2	6	6	
an1xie1	an1xie1	['an', 'xie']	2	5	5	
chu4	$u4	['chu']	1	3	2	
bu	bu	['bu']	1	2	2	
kong4xian2	koŋ4xian2	['kong', 'xian']	2	8	7	
da3sao3	da3s#3	['da', 'sao']	2	5	4	
gan1jing	gan1jjəŋ	['gan', 'jing']	2	7	7	
xiu1shi4	xiu1$i4	['xiu', 'shi']	2	6	5	
ling4	ljəŋ4	['ling']	1	4	4	
mo4hou4	mo4h#4	['mo', 'hou']	2	5	4	
jing3kuang4	jjəŋ3kuaŋ4	['jing', 'kuang']	2	9	8	
xian1qian2	xian1qian2	['xian', 'qian']	2	8	8	
bu2liao4	bu2li#4	['bu', 'liao']	2	6	5	
jie3mei4	jie3m#4	['jie', 'mei']	2	6	5	
ta1na4	ta1na4	['ta', 'na']	2	4	4	
li	li	['li']	1	2	2	
ju4ji2	ju4ji2	['ju', 'ji']	2	4	4	
bi3yu4	bi3yu4	['bi', 'yu']	2	4	4	
sa3zhong3	sa3$oŋ3	['sa', 'zhong']	2	7	5	
lu4pang2	lu4paŋ2	['lu', 'pang']	2	6	5	
fa1	fa1	['fa']	1	2	2	
miao2	mi#2	['miao']	1	4	3	
kuai4	ku#4	['kuai']	1	4	3	
shai4	$#4	['shai']	1	4	2	
liu4	liu4	['liu']	1	3	3	
ao4mi4	#4mi4	['ao', 'mi']	2	4	3	
you3de	y#3de	['you', 'de']	2	5	4	
you3yu2	y#3yu2	['you', 'yu']	2	5	4	
duo2	duo2	['duo']	1	3	3	
zheng4ying1	$eŋ4yiŋ1	['zheng', 'ying']	2	9	6	
xiao3de2	xi#3de2	['xiao', 'de']	2	6	5	
er3duo	er3duo	['er', 'duo']	2	5	5	
chen2	$en2	['chen']	1	4	3	
hui2zhuan3	hui2$uan3	['hui', 'zhuan']	2	8	7	
sa3	sa3	['sa']	1	2	2	
zan4shi2	zan4$i2	['zan', 'shi']	2	6	5	
ji2zhi4	ji2$i4	['ji', 'zhi']	2	5	4	
zao1	z#1	['zao']	1	3	2	
huan4nan4	huan4nan4	['huan', 'nan']	2	7	7	
qian2cai2	qian2c#2	['qian', 'cai']	2	7	6	
mi2huo4	mi2huo4	['mi', 'huo']	2	5	5	
tu3di4	tu3di4	['tu', 'di']	2	4	4	
zhong3	$oŋ3	['zhong']	1	5	3	
tian2	tian2	['tian']	1	4	4	
shui4jiao4	$ui4ji#4	['shui', 'jiao']	2	8	6	
bai4zi3	b#4zi3	['bai', 'zi']	2	5	4	
tu3sui4	tu3sui4	['tu', 'sui']	2	5	5	
hao1	h#1	['hao']	1	3	2	
ba2	ba2	['ba']	1	2	2	
qi2	qi2	['qi']	1	2	2	
shou1ge1	$#1ge1	['shou', 'ge']	2	6	4	
shao1	$#1	['shao']	1	4	2	
jie4cai4	jie4c#4	['jie', 'cai']	2	6	5	
gai4cai4	g#4c#4	['gai', 'cai']	2	6	4	
cai4	c#4	['cai']	1	3	2	
su4	su4	['su']	1	2	2	
mian4jiao4	mian4ji#4	['mian', 'jiao']	2	8	7	
mian4	mian4	['mian']	1	4	4	
tuan2	tuan2	['tuan']	1	4	4	
fa1qi3	fa1qi3	['fa', 'qi']	2	4	4	
bu2yong4	bu2yoŋ4	['bu', 'yong']	2	6	5	
chuang4shi4	$uaŋ4$i4	['chuang', 'shi']	2	9	6	
yi3lai2	yi3l#2	['yi', 'lai']	2	5	4	
tian2jian1	tian2jian1	['tian', 'jian']	2	8	8	
tian2di4	tian2di4	['tian', 'di']	2	6	6	
shi4jie4	$i4jie4	['shi', 'jie']	2	6	5	
mo4liao3	mo4li#3	['mo', 'liao']	2	6	5	
fun4shao1	fwən4$#1	['fun', 'shao']	2	7	6	
tiao1	ti#1	['tiao']	1	4	3	
huo3lu2	huo3lu2	['huo', 'lu']	2	5	5	
tai4yang2	t#4yaŋ2	['tai', 'yang']	2	7	5	
bao3bei4	b#3b#4	['bao', 'bei']	2	6	4	
huan1	huan1	['huan']	1	4	4	
bian4mai4	bian4m#4	['bian', 'mai']	2	7	6	
mai3	m#3	['mai']	1	3	2	
mai3mai4	m#3m#4	['mai', 'mai']	2	6	4	
zhu1zi	$u1zi	['zhu', 'zi']	2	5	4	
ke1	ke1	['ke']	1	2	2	
zhong4jia4	$oŋ4jia4	['zhong', 'jia']	2	8	6	
ju4long3	ju4loŋ3	['ju', 'long']	2	6	5	
shui3zu2	$ui3zu2	['shui', 'zu']	2	6	5	
man3	man3	['man']	1	3	3	
jian3	jian3	['jian']	1	4	4	
qi4ju4	qi4ju4	['qi', 'ju']	2	4	4	
diu1qi4	diu1qi4	['diu', 'qi']	2	5	5	
fen1bie2	fen1bie2	['fen', 'bie']	2	6	6	
ku4	ku4	['ku']	1	2	2	
jia1xiang1	jia1xiaŋ1	['jia', 'xiang']	2	8	7	
mu4jiang	mu4jiaŋ	['mu', 'jiang']	2	7	6	
men	men	['men']	1	3	3	
yue1xi1	ɥe1xi1	['yue', 'xi']	2	5	4	
mei4mei	m#4m#	['mei', 'mei']	2	6	4	
yan4qi4	yan4qi4	['yan', 'qi']	2	5	5	
da4fan2	da4fan2	['da', 'fan']	2	5	5	
zun1jing4	zwən1jjəŋ4	['zun', 'jing']	2	7	8	
chen2pu2	$en2pu2	['chen', 'pu']	2	6	5	
qi3xian1	qi3xian1	['qi', 'xian']	2	6	6	
xi1luo2di3	xi1luo2di3	['xi', 'luo', 'di']	3	7	7	
ceng2	ceŋ2	['ceng']	1	4	3	
he2li3	he2li3	['he', 'li']	2	4	4	
sheng1ri	$eŋ1ri	['sheng', 'ri']	2	7	5	
ying1xu3	yiŋ1xu3	['ying', 'xu']	2	6	5	
pan2zi	pan2zi	['pan', 'zi']	2	5	5	
you1chou2	y#1$#2	['you', 'chou']	2	7	4	
xi2	xi2	['xi']	1	2	2	
zhan3	$an3	['zhan']	1	4	3	
nv3zi	nv3zi	['nv', 'zi']	2	4	4	
shou3ling3	$#3ljəŋ3	['shou', 'ling']	2	8	6	
du2zi4	du2zi4	['du', 'zi']	2	4	4	
bu4xing2	bu4xjəŋ2	['bu', 'xing']	2	6	6	
gen1sui2	gen1sui2	['gen', 'sui']	2	6	6	
wan3	wan3	['wan']	1	3	3	
san4kai	san4k#	['san', 'kai']	2	6	5	
cun2zi	cwən2zi	['cun', 'zi']	2	5	6	
zhi3you3	$i3y#3	['zhi', 'you']	2	6	4	
cao3di4	c#3di4	['cao', 'di']	2	5	4	
zhu4fu2	$u4fu2	['zhu', 'fu']	2	5	4	
bai1	b#1	['bai']	1	3	2	
di4gei3	di4g#3	['di', 'gei']	2	5	4	
sheng4xia	$eŋ4xia	['sheng', 'xia']	2	8	6	
ling2sui4	ljəŋ2sui4	['ling', 'sui']	2	7	7	
shou1shi	$#1$i	['shou', 'shi']	2	7	4	
lan2zi	lan2zi	['lan', 'zi']	2	5	5	
yue1	ɥe1	['yue']	1	3	2	
cui1	cui1	['cui']	1	3	3	
san4	san4	['san']	1	3	3	
shun4	$wən4	['shun']	1	4	4	
yao2han4	y#2han4	['yao', 'han']	2	6	5	
geng1	geŋ1	['geng']	1	4	3	
jing1huang1	jjəŋ1huaŋ1	['jing', 'huang']	2	9	8	
gui3guai4	gui3gu#4	['gui', 'guai']	2	7	6	
hai4pa4	h#4pa4	['hai', 'pa']	2	5	4	
lian2mang2	lian2maŋ2	['lian', 'mang']	2	8	7	
ru2guo3	ru2guo3	['ru', 'guo']	2	5	5	
yi2huo4	yi2huo4	['yi', 'huo']	2	5	5	
zhen1	$en1	['zhen']	1	4	3	
ge2ni2sa1lei1	ge2ni2sa1l#1	['ge', 'ni', 'sa', 'lei']	4	9	8	
zhou1wei2	$#1w#2	['zhou', 'wei']	2	7	4	
zhun2	$wən2	['zhun']	1	4	4	
yi2chuan2	yi2$uan2	['yi', 'chuan']	2	7	6	
xiao4jing4	xi#4jjəŋ4	['xiao', 'jing']	2	8	7	
zhou4ma4	$#4ma4	['zhou', 'ma']	2	6	4	
zhi4si3	$i4si3	['zhi', 'si']	2	5	4	
bu2cuo4	bu2cuo4	['bu', 'cuo']	2	5	5	
zui3chun2	zui3$wən2	['zui', 'chun']	2	7	7	
jiao4dao3	ji#4d#3	['jiao', 'dao']	2	7	5	
wang3ran2	waŋ3ran2	['wang', 'ran']	2	7	6	
ru4	ru4	['ru']	1	2	2	
wu1hui4	wu1hui4	['wu', 'hui']	2	5	5	
chu0kou3	$u0k#3	['chu', 'kou']	2	6	4	
zai1zhong4	z#1$oŋ4	['zai', 'zhong']	2	8	5	
xia1yan3	xia1yan3	['xia', 'yan']	2	6	6	
ling3lu4	ljəŋ3lu4	['ling', 'lu']	2	6	6	
ling3	ljəŋ3	['ling']	1	4	4	
du4zi	du4zi	['du', 'zi']	2	4	4	
mao2si	m#2si	['mao', 'si']	2	5	4	
xiong1sha1	xioŋ1$a1	['xiong', 'sha']	2	8	6	
gou3he2	g#3he2	['gou', 'he']	2	5	4	
tou1dao4	t#1d#4	['tou', 'dao']	2	6	4	
wang4zheng4	waŋ4$eŋ4	['wang', 'zheng']	2	9	6	
bang4du2	baŋ4du2	['bang', 'du']	2	6	5	
zhi4yu2	$i4yu2	['zhi', 'yu']	2	5	4	
jia1nan2	jia1nan2	['jia', 'nan']	2	6	6	
da2	da2	['da']	1	2	2	
hou4tou	h#4t#	['hou', 'tou']	2	6	4	
bang1zhu	baŋ1$u	['bang', 'zhu']	2	7	5	
dan4shi4	dan4$i4	['dan', 'shi']	2	6	5	
zhuo1zi	$uo1zi	['zhuo', 'zi']	2	6	5	
cui4	cui4	['cui']	1	3	3	
zha1	$a1	['zha']	1	3	2	
kao4jin4	k#4jin4	['kao', 'jin']	2	6	5	
bian	bian	['bian']	1	4	4	
can2ji	can2ji	['can', 'ji']	2	5	5	
xie1	xie1	['xie']	1	3	3	
kun4fa2	kwən4fa2	['kun', 'fa']	2	5	6	
duo1shao4	duo1$#4	['duo', 'shao']	2	7	5	
xie4	xie4	['xie']	1	3	3	
kuang1zi	kuaŋ1zi	['kuang', 'zi']	2	7	6	
ma3jia1dan1	ma3jia1dan1	['ma', 'jia', 'dan']	3	8	8	
hong2	hoŋ2	['hong']	1	4	3	
qing2	qjəŋ2	['qing']	1	4	4	
zao3chen	z#3$en	['zao', 'chen']	2	7	5	
fen1bian4	fen1bian4	['fen', 'bian']	2	7	7	
qi4se4	qi4se4	['qi', 'se']	2	4	4	
jin3shen4	jin3$en4	['jin', 'shen']	2	7	6	
bi3ci3	bi3ci3	['bi', 'ci']	2	4	4	
yi4lun4	yi4lwən4	['yi', 'lun']	2	5	6	
gai1sa1li2ya4	g#1sa1li2ya4	['gai', 'sa', 'li', 'ya']	4	9	8	
fei2li4bi3	f#2li4bi3	['fei', 'li', 'bi']	3	7	6	
ba1	ba1	['ba']	1	2	2	
xue4rou4	xue4r#4	['xue', 'rou']	2	6	5	
jiao4hui4	ji#4hui4	['jiao', 'hui']	2	7	6	
jian4zao4	jian4z#4	['jian', 'zao']	2	7	6	
yao4shi	y#4$i	['yao', 'shi']	2	6	4	
kun2bang3	kwən2baŋ3	['kun', 'bang']	2	7	7	
shi4fang4	$i4faŋ4	['shi', 'fang']	2	7	5	
cong2ci3	coŋ2ci3	['cong', 'ci']	2	6	5	
bi4xu1	bi4xu1	['bi', 'xu']	2	4	4	
zhang3lao3	$aŋ3l#3	['zhang', 'lao']	2	8	5	
hou4bian1	h#4bian1	['hou', 'bian']	2	7	6	
ban4	ban4	['ban']	1	3	3	
ti3tie1	ti3tie1	['ti', 'tie']	2	5	5	
she3ji3	$e3ji3	['she', 'ji']	2	5	4	
sang4diao4	saŋ4di#4	['sang', 'diao']	2	8	6	
zhuan4	$uan4	['zhuan']	1	5	4	
pei2	p#2	['pei']	1	3	2	
yi4chu	yi4$u	['yi', 'chu']	2	5	4	
bao4ying4	b#4yiŋ4	['bao', 'ying']	2	7	5	
xing2xiang4	xjəŋ2xiaŋ4	['xing', 'xiang']	2	9	8	
lian3mian4	lian3mian4	['lian', 'mian']	2	8	8	
ming2liang4	mjəŋ2liaŋ4	['ming', 'liang']	2	9	8	
jie2bai2	jie2b#2	['jie', 'bai']	2	6	5	
da1	da1	['da']	1	2	2	
peng2	peŋ2	['peng']	1	4	3	
yun2cai	yun2c#	['yun', 'cai']	2	6	5	
zhe1gai4	$e1g#4	['zhe', 'gai']	2	6	4	
ju3mu4	ju3mu4	['ju', 'mu']	2	4	4	
gu4ran2	gu4ran2	['gu', 'ran']	2	5	5	
fu4xing1	fu4xjəŋ1	['fu', 'xing']	2	6	6	
ren4yi4	ren4yi4	['ren', 'yi']	2	5	5	
dai1	d#1	['dai']	1	3	2	
gui4	gui4	['gui']	1	3	3	
lv3ci4	lv3ci4	['lv', 'ci']	2	4	4	
die1	die1	['die']	1	3	3	
ai3	#3	['ai']	1	2	1	
bei4miu4	b#4miu4	['bei', 'miu']	2	6	5	
ji3shi2	ji3$i2	['ji', 'shi']	2	5	4	
zhe4bian1	$e4bian1	['zhe', 'bian']	2	7	6	
nuo2	nuo2	['nuo']	1	3	3	
lei4	l#4	['lei']	1	3	2	
sha1hai4	$a1h#4	['sha', 'hai']	2	6	4	
ding1	djəŋ1	['ding']	1	4	4	
wu1zi	wu1zi	['wu', 'zi']	2	4	4	
ru2he2	ru2he2	['ru', 'he']	2	4	4	
zheng1shou1	$eŋ1$#1	['zheng', 'shou']	2	9	5	
guan1shui4	guan1$ui4	['guan', 'shui']	2	8	7	
wai4ren2	w#4ren2	['wai', 'ren']	2	6	5	
ji4ran2	ji4ran2	['ji', 'ran']	2	5	5	
mian3shui4	mian3$ui4	['mian', 'shui']	2	8	7	
chu4fan4	$u4fan4	['chu', 'fan']	2	6	5	
dang1zhong1	daŋ1$oŋ1	['dang', 'zhong']	2	9	6	
mo4shi2	mo4$i2	['mo', 'shi']	2	5	4	
shuan1	$uan1	['shuan']	1	5	4	
jing3xiang4	jjəŋ3xiaŋ4	['jing', 'xiang']	2	9	8	
tang3ruo4	taŋ3ruo4	['tang', 'ruo']	2	7	6	
que1	que1	['que']	1	3	3	
zhi	$i	['zhi']	1	3	2	
yong3	yoŋ3	['yong']	1	4	3	
juan3	juan3	['juan']	1	4	4	
ci3	ci3	['ci']	1	2	2	
zheng3jiu4	$eŋ3jiu4	['zheng', 'jiu']	2	8	6	
ren2yi1	ren2yi1	['ren', 'yi']	2	5	5	
mi2	mi2	['mi']	1	2	2	
pie1	pie1	['pie']	1	3	3	
chen4	$en4	['chen']	1	4	3	
cuo4	cuo4	['cuo']	1	3	3	
ling4wai4	ljəŋ4w#4	['ling', 'wai']	2	7	6	
tong2xin1	toŋ2xin1	['tong', 'xin']	2	7	6	
he2yi4	he2yi4	['he', 'yi']	2	4	4	
ju4hui4	ju4hui4	['ju', 'hui']	2	5	5	
suan4	suan4	['suan']	1	4	4	
zhang4	$aŋ4	['zhang']	1	5	3	
qian4	qian4	['qian']	1	4	4	
qia1wan4	qia1wan4	['qia', 'wan']	2	6	6	
chang2huan2	$aŋ2huan2	['chang', 'huan']	2	9	7	
kuan1rong2	kuan1roŋ2	['kuan', 'rong']	2	8	7	
ci2	ci2	['ci']	1	2	2	
jiu1	jiu1	['jiu']	1	3	3	
hou2long2	h#2loŋ2	['hou', 'long']	2	7	5	
huan3	huan3	['huan']	1	4	4	
nu2cai	nu2c#	['nu', 'cai']	2	5	4	
qi3chu1	qi3$u1	['qi', 'chu']	2	5	4	
nu3	nu3	['nu']	1	2	2	
yin1ci3	yin1ci3	['yin', 'ci']	2	5	5	
fu1qi1	fu1qi1	['fu', 'qi']	2	4	4	
pei4he2	p#4he2	['pei', 'he']	2	5	4	
fen1kai1	fen1k#1	['fen', 'kai']	2	6	5	
yan1	yan1	['yan']	1	3	3	
rang4	raŋ4	['rang']	1	4	3	
jin4zhi3	jin4$i3	['jin', 'zhi']	2	6	5	
zheng1	$eŋ1	['zheng']	1	5	3	
liang2shan4	liaŋ2$an4	['liang', 'shan']	2	9	7	
gai1	g#1	['gai']	1	3	2	
zun1shou3	zwən1$#3	['zun', 'shou']	2	7	6	
ai4ren	#4ren	['ai', 'ren']	2	5	4	
shao4nian2	$#4nian2	['shao', 'nian']	2	8	6	
you1	y#1	['you']	1	3	2	
chou2	$#2	['chou']	1	4	2	
chan3ye4	$an3ye4	['chan', 'ye']	2	6	5	
cai2zhu3	c#2$u3	['cai', 'zhu']	2	6	4	
chuan1guo4	$uan1guo4	['chuan', 'guo']	2	8	7	
xia4suo3	xia4suo3	['xia', 'suo']	2	6	6	
bao3zuo4	b#3zuo4	['bao', 'zuo']	2	6	5	
zhi1pai4	$i1p#4	['zhi', 'pai']	2	6	4	
fang2wu1	faŋ2wu1	['fang', 'wu']	2	6	5	
qing1zao3	qjəŋ1z#3	['qing', 'zao']	2	7	6	
gu4	gu4	['gu']	1	2	2	
pu2tao2yuan2	pu2t#2ɥæn2	['pu', 'tao', 'yuan']	3	9	7	
jiang3deng2	jiaŋ3deŋ2	['jiang', 'deng']	2	9	7	
si4chu1	si4$u1	['si', 'chu']	2	5	4	
wu3zheng4	wu3$eŋ4	['wu', 'zheng']	2	7	5	
shen1chu1	$en1$u1	['shen', 'chu']	2	7	5	
you3chu1	y#3$u1	['you', 'chu']	2	6	4	
zheng3tian1	$eŋ3tian1	['zheng', 'tian']	2	9	7	
gong1qian2	goŋ1qian2	['gong', 'qian']	2	8	7	
man2yuan4	man2ɥæn4	['man', 'yuan']	2	7	6	
xiao3shi2	xi#3$i2	['xiao', 'shi']	2	7	5	
kui1fu4	kui1fu4	['kui', 'fu']	2	5	5	
dong1xi3	doŋ1xi3	['dong', 'xi']	2	6	5	
nan2dao4	nan2d#4	['nan', 'dao']	2	6	5	
xuan3	xuan3	['xuan']	1	4	4	
xi4nong4	xi4noŋ4	['xi', 'nong']	2	6	5	
you4bian1	y#4bian1	['you', 'bian']	2	7	6	
zuo3bian1	zuo3bian1	['zuo', 'bian']	2	7	7	
zuo3you4	zuo3y#4	['zuo', 'you']	2	6	5	
nao3nu4	n#3nu4	['nao', 'nu']	2	5	4	
zhu3zhi4	$u3$i4	['zhu', 'zhi']	2	6	4	
da4chen2	da4$en2	['da', 'chen']	2	6	5	
cao1	c#1	['cao']	1	3	2	
guan3shu4	guan3$u4	['guan', 'shu']	2	7	6	
