char	char_n	com_n	stroke_n	
昆虫	2	3	14	
却说	2	6	16	
俗物	2	4	17	
象是	2	5	20	
密友	2	4	15	
彼得却拉他	5	12	39	
亲近	2	4	16	
看出	2	4	14	
行义	2	4	9	
信徒	2	4	19	
争辩	2	5	22	
挨次	2	5	16	
凡俗	2	3	12	
房门	2	3	11	
灵便	2	4	16	
当初	2	4	13	
拦阻	2	6	15	
赐恩	2	7	22	
传到	2	4	14	
恒久	2	5	12	
基督徒	3	9	34	
起首	2	4	19	
亚迦布	3	7	19	
节后	2	5	11	
囚	1	3	5	
链锁	2	6	24	
照耀	2	7	33	
拍	1	2	8	
脱落	2	8	23	
层	1	3	7	
临街	2	8	21	
铁门	2	3	13	
走过	2	4	13	
马可	2	3	8	
约翰他	3	7	27	
敲	1	2	14	
探听	2	6	18	
敲门	2	3	17	
摆手	2	4	17	
侍	1	3	8	
臣	1	1	6	
伯拉斯	3	7	27	
求和	2	3	15	
朝服	2	4	20	
罚	1	3	9	
日见	2	2	8	
马念	2	3	11	
西流基	3	6	27	
帮手	2	4	13	
岛	1	2	7	
帕弗	2	3	13	
法术	2	3	13	
假充	2	6	17	
巴耶稣	3	5	25	
方伯士	3	5	14	
保罗	2	5	17	
士求	2	2	10	
方伯	2	4	11	
奸	1	2	6	
众善	2	6	18	
混乱	2	5	18	
止	1	1	4	
昏	1	2	8	
求人	2	2	9	
开船	2	4	15	
彼西底	3	5	22	
兄	1	2	5	
台	1	2	5	
抬举	2	6	17	
容忍	2	4	16	
四百五十	4	7	17	
悯	1	3	10	
基士	2	4	14	
程	1	3	12	
途	1	3	10	
许大卫	3	5	12	
可靠	2	5	20	
在世	2	3	11	
我行	2	5	13	
散会	2	6	18	
敬虔	2	6	22	
虔敬	2	6	22	
城内	2	4	13	
名望	2	5	17	
境外	2	6	19	
下脚	2	5	14	
恼恨	2	6	18	
恩道	2	6	24	
吕高尼	3	8	21	
人形	2	3	9	
希耳米	3	5	19	
庙	1	2	8	
花圈	2	7	18	
诸君	2	5	17	
性情	2	4	19	
各行其道	4	9	34	
未尝	2	4	14	
如常	2	5	17	
施恩	2	7	19	
惠	1	2	12	
丰年	2	3	10	
仅仅	2	4	8	
拖	1	3	8	
回路	2	6	19	
中选	2	4	13	
蒙神之恩	4	10	35	
信道	2	4	23	
保罗巴	3	6	21	
定规	2	4	16	
随处	2	5	16	
人心	2	2	6	
默默	2	4	32	
和保罗	3	7	25	
选取	2	5	17	
名下	2	4	9	
重新	2	4	21	
破坏	2	4	17	
余	1	2	7	
剩	1	4	12	
据	1	4	11	
写信	2	5	14	
偶像	2	4	24	
诵读	2	6	19	
选人	2	4	11	
西拉	2	3	14	
惑	1	4	12	
诉说	2	6	16	
不犯	2	3	9	
书信	2	3	13	
但保罗	3	8	24	
传主	2	4	11	
有意	2	3	19	
提摩太	3	5	31	
条规	2	4	15	
加拉	2	4	13	
越	1	2	12	
特罗亚	3	7	24	
马其顿人	4	6	23	
马其顿	3	5	21	
摩特	2	5	25	
尼亚波利	4	8	26	
驻防	2	4	14	
河边	2	5	13	
疋	1	2	5	
吕底亚	3	6	20	
喇城	2	5	21	
拜神	2	4	18	
开导	2	3	10	
事主	2	5	13	
于是强	3	6	24	
巫	1	3	7	
用法	2	4	13	
厌烦	2	4	16	
骚扰	2	5	19	
棍	1	3	12	
卒	1	4	8	
严紧	2	7	17	
木	1	1	4	
松开	2	4	12	
自杀	2	4	12	
保罗西拉	4	8	31	
当夜	2	5	14	
回禀	2	8	19	
妃	1	2	6	
亚波罗尼亚	5	10	33	
帖	1	3	8	
一连	2	3	8	
陈明	2	4	15	
市井	2	3	9	
匪	1	2	10	
搭伙	2	7	18	
成群	2	4	19	
闯进	2	4	13	
耶	1	2	8	
地方官	3	6	18	
搅乱	2	6	19	
收留	2	5	16	
状	1	2	6	
贤	1	3	8	
考查	2	5	15	
雅典	2	4	20	
速	1	2	10	
满城	2	5	22	
着急	2	5	20	
彼古罗	3	6	21	
学士	2	4	11	
胡言乱语	4	12	31	
鬼神	2	4	18	
因保罗	3	7	23	
亚略	2	5	17	
巴古	2	3	9	
客人	2	4	11	
新闻	2	5	21	
说说	2	8	18	
听听	2	4	14	
识	1	3	7	
宇宙	2	4	14	
气息	2	5	14	
血脉	2	4	15	
年限	2	4	14	
疆界	2	10	28	
生活	2	3	14	
动作	2	5	13	
在乎	2	3	12	
手艺	2	3	8	
心思	2	3	13	
雕刻	2	6	24	
金	1	2	8	
蒙昧	2	5	22	
监察	2	6	24	
可信	2	4	14	
哥林多	3	8	24	
亚居拉	3	7	22	
新近	2	5	19	
百基	2	5	17	
投奔	2	5	15	
制造	2	5	18	
帐	1	2	7	
同业	2	6	11	
化	1	2	4	
抖	1	2	7	
司布	2	5	10	
迦流	2	5	18	
亚方伯	3	6	17	
公堂	2	5	15	
冤枉	2	4	18	
耐性	2	4	17	
名目	2	3	11	
所提尼	3	6	25	
堂	1	3	11	
坚	1	3	7	
以弗所	3	5	17	
亚波罗	3	6	22	
勉励	2	5	16	
蒙恩信	3	9	32	
上边	2	4	8	
奴	1	2	5	
围裙	2	5	19	
念咒	2	5	16	
擅自	2	9	22	
敕	1	2	11	
平素	2	3	15	
堆积	2	5	21	
书价	2	4	10	
五万	2	2	7	
银匠	2	4	17	
龛	1	4	11	
手艺人	3	4	10	
发达	2	3	11	
发财	2	3	12	
事业	2	6	13	
女神	2	3	12	
忽	1	2	8	
销	1	3	12	
哉	1	2	9	
轰动	2	6	14	
亚里达古	4	7	24	
戏	1	2	6	
冒险	2	5	18	
大半	2	2	8	
同声	2	5	13	
书记	2	3	9	
安抚	2	4	13	
安静	2	4	20	
造次	2	5	16	
控告人	3	6	20	
有方	2	3	10	
聚众	2	6	20	
所以然	3	7	24	
希腊	2	6	19	
设计	2	4	10	
毕罗斯	3	7	26	
所巴特	3	6	22	
公	1	2	4	
基古	2	5	16	
罗非	2	3	16	
相会	2	5	15	
烛	1	2	10	
窗台	2	6	17	
沉睡	2	5	20	
睡熟	2	7	28	
发慌	2	5	17	
童子	2	3	15	
亚朔	2	5	16	
安排	2	4	17	
打算	2	5	19	
利尼	2	4	12	
基阿	2	6	18	
靠岸	2	6	24	
米利	2	3	13	
乃因保罗	4	8	25	
越过	2	4	18	
节能	2	6	15	
谋害	2	6	21	
炼	1	2	9	
避讳	2	6	22	
不说	2	5	13	
等待	2	6	21	
死亡	2	4	9	
监督	2	7	23	
养神	2	4	18	
凶暴	2	6	19	
豺狼	2	4	20	
基业	2	6	16	
贪图	2	6	16	
施比	2	4	13	
更为	2	2	11	
离别	2	7	17	
哥士	2	5	13	
罗底	2	4	16	
帕	1	2	8	
南边	2	6	14	
上岸	2	5	12	
卸货	2	5	17	
水路	2	4	17	
多利	2	4	13	
处女	2	3	8	
腰带	2	6	22	
苦劝	2	5	12	
心碎	2	6	17	
行李	2	5	13	
路人	2	4	15	
传教	2	5	17	
中信	2	3	13	
热心	2	4	14	
规费	2	4	17	
剃头	2	4	14	
虚	1	2	11	
循规蹈矩	4	11	44	
拟定	2	4	15	
忌	1	2	7	
长上	2	3	7	
台阶	2	5	11	
只得	2	6	16	
带领	2	5	20	
凶	1	2	4	
静默	2	4	30	
无声	2	3	11	
门下	2	3	6	
拿下	2	6	13	
晌午	2	5	14	
被害	2	5	20	
流血	2	4	16	
摔	1	3	14	
空中	2	3	12	
拷问	2	5	15	
皮	1	1	5	
籍	1	4	20	
良心	2	3	11	
墙	1	5	14	
受审	2	5	16	
鬼魂	2	5	22	
争吵	2	4	13	
扯	1	2	7	
抢	1	3	15	
同谋	2	6	17	
知会	2	5	14	
考	1	2	6	
外甥	2	4	17	
埋伏	2	4	16	
一旁	2	2	11	
随从	2	5	15	
步兵	2	3	14	
马兵	2	3	10	
枪手	2	4	12	
亥	1	1	6	
护送	2	5	16	
大略	2	4	14	
吕西亚	3	5	18	
被告	2	4	17	
罪名	2	4	19	
安提帕底	4	8	34	
呈	1	2	7	
家人	2	3	12	
辩士	2	4	19	
弊病	2	5	24	
随时随地	4	10	35	
不尽	2	3	10	
嫌	1	2	13	
絮	1	3	12	
鼓动	2	6	19	
头目	2	2	10	
捉住	2	4	17	
强横	2	5	27	
究	1	2	7	
异端	2	5	30	
合乎	2	4	12	
亏	1	2	3	
吵嚷	2	8	27	
即或	2	5	15	
说明	2	6	17	
支吾	2	4	11	
宽待	2	6	19	
亲友	2	3	13	
保罗来	3	6	24	
节制	2	4	13	
波求非	3	4	23	
斯都	2	6	22	
讨	1	2	5	
留保罗	3	8	27	
央告	2	3	12	
提到	2	4	20	
权势	2	5	14	
重大	2	2	12	
上告	2	4	10	
议会	2	5	11	
亚基帕王	4	8	29	
氏	1	1	4	
都安	2	5	16	
原告	2	5	17	
对质	2	5	13	
逆料	2	5	19	
作难	2	4	17	
皇上	2	4	12	
亚基帕	3	7	25	
张	1	2	7	
威势	2	5	17	
厅	1	2	4	
查明	2	5	17	
皇帝	2	4	18	
奏	1	2	9	
特意	2	5	23	
有所	2	3	14	
解送	2	6	22	
罪案	2	5	23	
辩明	2	5	24	
幸	1	3	8	
熟悉	2	7	26	
耐心	2	3	13	
自幼	2	4	11	
多方	2	4	10	
用刑	2	4	11	
以及	2	3	7	
老幼	2	4	11	
不外乎	3	4	15	
直言	2	6	15	
深信	2	6	20	
背地里	3	5	22	
御营	2	6	23	
沿着	2	5	19	
开行	2	4	10	
贴	1	3	9	
背风	2	4	13	
慢	1	4	14	
沿岸	2	6	17	
佳	1	3	8	
澳	1	4	15	
拉西亚城	4	7	29	
行船	2	6	17	
货物	2	5	16	
受伤	2	6	14	
损	1	3	10	
难保	2	5	19	
但百夫	3	6	17	
船主	2	5	16	
海口	2	4	13	
过冬	2	4	11	
不便	2	3	13	
朝	1	2	12	
东北	2	2	10	
东南	2	5	14	
微微	2	10	26	
得意	2	6	24	
锚	1	3	13	
扑	1	2	5	
友拉革	3	6	21	
就任	2	6	18	
刮	1	2	8	
奔	1	3	8	
高大	2	5	13	
缆索	2	7	22	
船底	2	5	19	
沙滩	2	5	20	
篷	1	4	16	
飘	1	3	15	
逼	1	4	12	
急	1	3	9	
抛	1	3	7	
亲手	2	3	13	
抛弃	2	5	14	
星辰	2	3	16	
本该	2	4	13	
昨夜	2	5	17	
同船	2	6	17	
第十四	3	7	18	
水手	2	2	8	
旱地	2	4	13	
深浅	2	6	19	
丈	1	1	3	
船头	2	4	16	
抛锚	2	6	20	
样子	2	3	13	
悬	1	3	11	
二百七十六	5	8	16	
海湾	2	6	22	
登	1	2	12	
同时	2	5	13	
舵	1	3	11	
绳	1	2	11	
风向	2	4	10	
夹	1	1	6	
胶	1	3	10	
猛	1	3	11	
脱逃	2	6	20	
不准	2	3	14	
板子	2	4	11	
土人	2	2	5	
下雨	2	3	11	
天气	2	4	8	
生火	2	2	9	
柴	1	3	10	
天理	2	3	15	
甩	1	1	5	
肿	1	2	8	
无害	2	4	14	
转念	2	4	16	
部	1	3	10	
接纳	2	5	18	
尽情	2	4	17	
款待	2	6	21	
痢疾	2	5	22	
双子	2	3	7	
海岛	2	5	17	
冬	1	2	5	
停泊	2	7	19	
绕行	2	6	15	
利基	2	5	18	
翁	1	3	10	
乌市	2	3	9	
馆	1	3	11	
壮胆	2	5	15	
统领	2	5	20	
不得已	3	6	18	
并非	2	2	14	
见面	2	6	13	
链子	2	4	15	
好处	2	4	11	
寓	1	2	12	
议论纷纷	4	11	25	
足足	2	4	14	
奉召	2	4	13	
特派	2	6	19	
圣善	2	5	17	
蒙召	2	5	18	
想见	2	4	17	
阻隔	2	4	19	
外人	2	3	7	
耻	1	2	10	
先是	2	4	15	
虔	1	2	10	
可知	2	4	13	
昏暗	2	4	21	
飞禽走兽	4	12	33	
逞	1	3	10	
玷辱	2	5	19	
谎	1	4	11	
造物	2	5	18	
放纵	2	5	15	
用处	2	4	10	
欲	1	2	11	
火攻	2	3	11	
贪恋	2	4	18	
僻	1	4	15	
恶毒	2	4	19	
阴毒	2	4	15	
毒	1	2	9	
谗	1	3	11	
怨恨	2	5	18	
侮慢	2	7	23	
背约	2	4	15	
亲情	2	4	20	
判定	2	4	15	
恩慈	2	8	23	
性行	2	5	14	
功用	2	4	10	
刻	1	2	8	
较量	2	6	22	
隐秘	2	6	21	
夸口	2	4	9	
美好	2	4	15	
蠢笨	2	6	32	
模范	2	7	22	
厌恶	2	4	16	
益	1	3	10	
算不得	3	8	29	
仪	1	2	5	
圣言	2	6	12	
即便	2	4	16	
何妨	2	5	14	
断乎	2	3	17	
不如说	3	7	19	
决不	2	3	10	
偏离	2	6	21	
正路	2	5	18	
敞开	2	5	16	
虺	1	2	9	
毒气	2	5	13	
飞跑	2	4	15	
暴虐	2	6	24	
不怕	2	3	12	
塞	1	4	13	
普世	2	4	17	
挽回	2	5	16	
夸	1	3	6	
立功	2	4	10	
人称	2	4	12	
是的	2	4	17	
就算	2	7	26	
神算	2	5	23	
踪迹	2	5	24	
后嗣	2	6	19	
虚空	2	4	19	
惹	1	4	12	
定然	2	5	20	
想到	2	5	21	
断绝	2	4	20	
老练	2	4	14	
少有	2	3	10	
仁人	2	4	6	
罪过	2	4	19	
预	1	2	10	
洪恩	2	7	19	
义作王	3	4	14	
归入	2	3	7	
一举一动	4	8	17	
联合	2	6	18	
以至于	3	5	13	
以至	2	4	10	
顺服	2	4	17	
洁	1	3	9	
约束	2	3	13	
结局	2	5	16	
发动	2	4	11	
极了	2	3	9	
应承	2	3	15	
交战	2	5	15	
内心	2	3	8	
赎罪	2	5	25	
恶行	2	5	16	
便是	2	4	18	
比起	2	3	14	
介意	2	4	17	
众子	2	4	9	
辖制	2	6	22	
效力	2	4	12	
定下	2	4	11	
模样	2	6	24	
长子	2	2	7	
隔绝	2	4	21	
刀剑	2	4	11	
终日	2	4	12	
高处	2	6	15	
真话	2	5	18	
谎言	2	8	18	
时常	2	5	18	
骨肉	2	4	15	
这就是说	4	12	37	
明年	2	4	14	
利百加	3	6	18	
作出	2	4	12	
奔跑	2	6	20	
彰	1	3	14	
指责	2	5	17	
强嘴	2	7	28	
匠	1	2	6	
团	1	2	6	
毁灭	2	5	18	
何西阿	3	7	20	
海沙	2	5	17	
余数	2	5	20	
完结	2	6	16	
万军之	3	4	12	
追求	2	3	16	
绊脚石	3	6	24	
锡	1	3	13	
羞愧	2	4	22	
总结	2	6	18	
厚待	2	6	18	
踪	1	3	15	
成子民	3	3	14	
愤恨	2	6	21	
触动	2	5	19	
顶嘴	2	6	24	
索	1	3	10	
回话	2	5	14	
七千	2	2	5	
顽	1	3	10	
梗	1	2	11	
昏迷	2	4	17	
机	1	2	6	
槛	1	4	14	
过失	2	3	11	
激动	2	7	22	
发愤	2	5	17	
一些	2	5	9	
收纳	2	4	13	
复生	2	4	14	
折	1	2	7	
特为	2	4	14	
恩慈里	3	9	30	
能够	2	8	21	
天生	2	2	9	
消除	2	6	19	
选召	2	5	14	
何其	2	5	15	
测	1	3	9	
谋士	2	4	14	
理所当然	4	9	37	
更新	2	4	19	
变化	2	4	12	
验	1	3	10	
纯	1	2	7	
中道	2	3	18	
联络	2	6	21	
不同	2	4	10	
程度	2	6	21	
专一	2	2	5	
殷勤	2	4	23	
虚假	2	6	22	
亲热	2	5	19	
恭敬	2	7	22	
推让	2	4	16	
懒惰	2	8	28	
一味	2	3	9	
志气	2	5	11	
恶报	2	4	17	
亲爱的	3	7	27	
让步	2	3	12	
听凭	2	5	15	
空空	2	4	16	
佩剑	2	6	17	
纳粮	2	4	20	
爱人	2	4	12	
加害	2	5	15	
趁早	2	5	24	
睡醒	2	5	29	
白昼	2	4	14	
暗昧	2	4	22	
端正	2	5	19	
好色	2	4	12	
荡	1	3	9	
披戴	2	6	25	
蔬菜	2	6	26	
日日	2	2	8	
坚定	2	5	15	
守日	2	3	10	
台前	2	5	14	
跪拜	2	6	22	
确	1	2	12	
称许	2	6	16	
德行	2	8	21	
工程	2	4	15	
一概	2	4	14	
自责	2	4	14	
疑心	2	5	21	
得益	2	7	21	
但愿	2	7	21	
许列祖	3	7	21	
歌颂	2	8	24	
颂赞	2	8	26	
提醒	2	5	28	
记性	2	4	13	
仆役	2	4	11	
蒙悦	2	7	23	
志向	2	4	13	
闻	1	2	9	
得到	2	6	19	
好几	2	3	8	
心想	2	4	17	
交往	2	4	14	
送行	2	6	15	
凑	1	3	11	
果	1	2	8	
路过	2	5	19	
竭力	2	4	16	
举荐	2	6	18	
体统	2	5	16	
问百基	3	7	23	
置之度外	4	9	30	
拜尼土安	4	7	23	
马利亚安	4	7	22	
安多	2	4	12	
伯利安	3	6	20	
的士	2	3	11	
亚比利安	4	7	23	
亚利多布	4	8	24	
希	1	3	7	
天安	2	3	10	
土富撒	3	9	30	
亚逊	2	5	15	
弗勒干	3	4	19	
黑马	2	3	15	
罗罗古	3	6	21	
尼利亚	3	6	18	
阿林巴	3	6	19	
离间	2	6	17	
躲避	2	7	29	
巧	1	2	5	
语	1	3	9	
老实	2	5	14	
所西巴德	4	9	33	
括	1	2	9	
蒙召作	3	7	25	
不及	2	2	7	
得分	2	6	15	
记不清	3	5	20	
聪明人	3	7	25	
那蒙召	3	7	24	
强壮	2	5	18	
高言大智	4	12	32	
主意	2	4	18	
委婉	2	6	19	
明证	2	4	15	
败	1	2	8	
亡	1	1	3	
参	1	3	8	
深奥	2	7	23	
神圣	2	4	14	
看透	2	5	19	
喂	1	3	12	
工头	2	2	8	
宝石	2	3	13	
草木	2	4	23	
禾楷	2	5	18	
亏损	2	5	13	
倒不如	3	6	20	
隐情	2	6	22	
自高自大	4	9	25	
果真	2	5	18	
饥	1	2	5	
挨打	2	5	15	
一定	2	3	9	
忍受	2	5	15	
渣滓	2	7	25	
警戒	2	7	26	
杖	1	2	7	
慈爱	2	7	23	
继母	2	3	15	
哀痛	2	6	21	
好使	2	4	14	
相交	2	4	15	
竟是	2	5	20	
告状	2	4	13	
吃亏	2	5	9	
娈	1	2	9	
童	1	2	12	
主张	2	4	12	
分房	2	4	12	
方可	2	4	9	
情不自禁	4	8	34	
妙	1	2	7	
再嫁	2	4	19	
离去	2	6	15	
拘束	2	4	15	
就是了	3	7	23	
身分	2	3	11	
奴隶	2	4	13	
素	1	2	10	
置	1	3	13	
挂虑	2	5	19	
牢笼	2	4	18	
分心	2	3	8	
成亲	2	3	15	
决定	2	4	14	
守节	2	4	11	
福气	2	7	17	
灵感	2	6	20	
造就	2	7	22	
惯	1	3	11	
看中	2	3	13	
无损	2	4	14	
沉沦	2	6	14	
假若	2	7	19	
独有	2	3	15	
当兵	2	4	13	
自备	2	4	14	
粮饷	2	5	22	
养牛	2	3	13	
场上	2	4	9	
踹	1	3	16	
笼	1	2	11	
分明	2	4	12	
打场	2	4	11	
劳碌	2	5	20	
责任	2	4	14	
花钱	2	5	17	
辖	1	4	14	
什么样	3	5	17	
无论如何	4	9	23	
赛跑	2	7	26	
奖赏	2	6	21	
力争	2	3	8	
诸事	2	6	18	
定向	2	4	14	
拳	1	2	10	
空气	2	5	12	
攻克	2	5	14	
云里	2	3	11	
毙	1	4	10	
鉴戒	2	5	20	
玩耍	2	5	17	
二万三千	4	7	11	
末世	2	2	10	
稳	1	4	14	
出路	2	5	18	
明白人	3	4	15	
审察	2	5	22	
倘	1	4	10	
谢恩	2	7	22	
不拘	2	4	12	
坚守	2	5	13	
剃	1	3	9	
剪发	2	5	16	
人造	2	4	12	
出乎	2	3	11	
本性	2	4	13	
盖头	2	3	16	
受益	2	6	18	
分门别类	4	8	23	
不免	2	4	11	
经验	2	6	18	
晚餐	2	6	27	
按理	2	5	20	
不少	2	3	8	
惩治	2	6	20	
牵引	2	5	13	
运行	2	6	13	
辨别	2	6	23	
自主	2	4	11	
设若	2	5	14	
俱	1	3	10	
体面	2	7	16	
装饰	2	6	20	
配搭	2	7	22	
缺欠	2	4	14	
各自	2	4	12	
话语	2	5	17	
鸣	1	2	8	
锣	1	3	13	
钹	1	2	10	
张狂	2	4	14	
害羞	2	5	20	
计算	2	5	18	
包容	2	4	14	
止息	2	3	14	
停止	2	6	15	
有限	2	3	14	
镜子	2	5	19	
模糊不清	4	11	44	
猜谜	2	5	22	
面对面	3	12	23	
有望	2	4	17	
慕	1	4	14	
羡慕	2	7	26	
有声	2	3	13	
箫	1	2	14	
琴	1	3	12	
弹	1	3	11	
号声	2	4	13	
悟性	2	5	18	
效	1	3	10	
歌唱	2	8	25	
在座	2	6	16	
不通	2	4	14	
诗歌	2	8	22	
至多	2	4	12	
轮流	2	5	18	
慎思明	3	8	30	
辨	1	3	16	
矩	1	2	9	
徒然	2	5	22	
一时	2	3	8	
五百	2	3	10	
恩才成	3	6	19	
格外	2	5	15	
执政	2	4	23	
国交	2	5	14	
时刻	2	4	15	
寻常	2	5	17	
战斗	2	4	13	
吃吃喝喝	4	12	36	
滥	1	4	13	
形体	2	4	14	
兽	1	4	11	
鸟	1	2	5	
星有星	3	5	24	
不朽	2	3	10	
灵性	2	4	15	
在先	2	4	12	
一霎时	3	6	24	
眨眼	2	4	20	
吞灭	2	4	12	
钩	1	3	9	
进项	2	4	16	
捐资	2	6	20	
宽大	2	4	13	
功效	2	5	15	
反对	2	4	9	
决	1	2	6	
刚强	2	6	18	
专	1	1	4	
劳	1	2	7	
及	1	1	3	
快活	2	4	16	
亲笔	2	4	19	
确定	2	4	20	
活命	2	5	17	
极大	2	3	10	
忽非	2	3	16	
又非	2	2	10	
质	1	3	8	
疼爱	2	6	20	
责罚	2	5	17	
坚定不移	4	9	30	
常帅	2	5	16	
馨香	2	6	29	
荐	1	3	9	
念诵	2	5	17	
修成	2	4	15	
墨	1	2	15	
石版	2	4	13	
版	1	3	8	
承担	2	4	16	
新约	2	5	18	
字句	2	4	11	
用字	2	4	11	
面上	2	7	12	
长存	2	3	10	
大胆	2	4	12	
帕子	2	3	11	
看到	2	4	17	
心地	2	3	10	
旧约	2	4	11	
揭	1	3	12	
心上	2	3	7	
敞	1	4	12	
返	1	3	7	
荣	1	2	9	
胆	1	3	9	
好在	2	4	12	
蒙蔽	2	6	27	
心眼	2	3	15	
瓦器	2	6	20	
莫大	2	4	13	
受敌	2	5	18	
失望	2	4	16	
打倒	2	5	15	
似	1	2	6	
暂	1	3	12	
无比	2	2	8	
培植	2	6	23	
眼见	2	3	15	
得主	2	6	16	
本身	2	3	12	
畏	1	2	9	
若果	2	5	16	
颠狂	2	6	23	
激励	2	7	23	
旧事	2	5	13	
穷乏	2	4	11	
监禁	2	6	23	
勤劳	2	4	20	
廉洁	2	5	22	
感化	2	6	17	
伪	1	2	6	
仁义	2	4	7	
恶名	2	4	16	
美名	2	4	15	
人所共知	4	7	24	
一无所有	4	5	19	
张开	2	3	11	
宏	1	3	7	
狭窄	2	4	19	
负一	2	3	7	
相通	2	5	19	
彼列	2	4	14	
相同	2	5	15	
沾	1	3	8	
全能	2	6	16	
便宜	2	4	17	
安宁	2	4	11	
丧气	2	6	12	
想念	2	5	21	
生出	2	3	10	
世俗	2	3	14	
自诉	2	4	13	
畅快	2	4	15	
发热	2	4	15	
厚恩	2	7	19	
捐助	2	5	17	
恩情	2	6	21	
归附	2	5	12	
开办	2	2	8	
慈惠	2	6	25	
受累	2	5	19	
均	1	3	7	
富余	2	6	19	
多谢	2	5	18	
万一	2	2	4	
确信	2	4	21	
多种	2	4	15	
本心	2	3	9	
酌定	2	4	18	
种地	2	4	15	
勇敢	2	5	20	
攻破	2	4	17	
营垒	2	7	20	
自信	2	4	15	
想想	2	6	26	
沉重	2	4	16	
粗俗	2	4	20	
自荐	2	5	15	
相比	2	3	13	
度量	2	6	21	
界限	2	5	17	
构	1	3	8	
开展	2	4	14	
现成	2	3	14	
愚妄	2	4	19	
贞洁	2	5	15	
只怕	2	4	13	
纯一	2	3	8	
清洁	2	5	20	
夏娃	2	5	19	
假如	2	6	17	
自居	2	5	14	
高升	2	5	14	
补足	2	4	14	
不足为怪	4	7	23	
略略	2	6	22	
精明	2	4	22	
掳掠	2	7	22	
狂	1	2	7	
每次	2	4	13	
减去	2	6	16	
昼	1	3	9	
远路	2	6	20	
寒冷	2	6	19	
挂心	2	4	13	
提督	2	6	25	
窗户	2	6	16	
显得	2	6	20	
急难	2	5	19	
百般	2	4	16	
费力	2	3	11	
心计	2	3	8	
那位	2	4	13	
谗言	2	7	18	
只能	2	6	15	
即使	2	4	15	
仁爱	2	6	14	
恩召	2	6	15	
更改	2	3	14	
十五	2	2	6	
谎话	2	6	19	
原先	2	5	16	
陈说	2	6	16	
引进	2	4	11	
托彼得	3	8	25	
柱石	2	3	14	
当面	2	7	15	
隔	1	2	12	
装假	2	7	23	
义若	2	4	11	
听信	2	4	16	
入门	2	2	5	
法书	2	3	12	
亚伯拉罕的福	6	15	49	
四百三十	4	9	16	
若本乎律法	5	10	36	
福因信	3	8	28	
小学	2	4	11	
懦弱	2	7	28	
不单	2	3	12	
改换	2	4	17	
女生	2	2	8	
许生	2	4	11	
夏	1	2	10	
甲	1	1	5	
同类	2	5	15	
生养	2	3	14	
欢呼	2	4	14	
挟制	2	4	17	
生发	2	2	10	
劝导	2	4	10	
讨厌	2	4	11	
消灭	2	5	15	
显而易见	4	6	27	
仇恨	2	4	13	
虚名	2	4	17	
惹气	2	7	16	
丧志	2	5	15	
凡希	2	4	10	
图	1	4	8	
无关紧要	4	8	29	
此理	2	4	17	
印记	2	4	10	
恩常	2	7	21	
瑕疵	2	7	24	
赏	1	3	12	
神之民	3	4	17	
照明	2	6	21	
浩大	2	4	13	
超过	2	5	18	
主治	2	5	13	
有名	2	3	12	
风俗	2	4	13	
喜好	2	5	18	
本乎恩	3	7	21	
局外人	3	5	14	
隔断	2	4	23	
冤仇	2	4	14	
近处	2	4	12	
感	1	4	13	
谅必	2	5	15	
神赐恩	3	9	31	
关切	2	4	10	
深知	2	6	19	
笃信	2	4	18	
疑	1	4	17	
根有基	3	6	27	
阔	1	3	12	
高深	2	8	21	
测度	2	6	18	
大力	2	2	5	
谦虚	2	4	23	
超乎	2	4	18	
牧师	2	4	14	
长大成人	4	4	15	
长成	2	2	10	
欺骗	2	5	24	
异教	2	5	27	
元首	2	4	13	
助	1	2	7	
昧	1	2	9	
种种	2	4	18	
新人	2	4	14	
说实话	3	9	25	
含怒	2	5	16	
正经事	3	8	21	
担忧	2	5	15	
相待	2	5	18	
妄语	2	5	15	
相宜	2	4	17	
虚浮	2	5	21	
同伙	2	5	12	
子女	2	2	6	
愚昧	2	4	22	
光阴	2	4	12	
糊涂	2	7	25	
诗章	2	5	19	
颂词	2	5	17	
歌	1	5	14	
全体	2	4	13	
爱教	2	6	21	
玷污	2	6	15	
皱纹	2	5	17	
保养	2	5	18	
顾惜	2	6	21	
长寿	2	3	11	
养育	2	4	17	
不论是	3	6	19	
倚赖	2	7	23	
全副	2	6	17	
军装	2	5	18	
管辖	2	7	28	
幽暗	2	5	22	
灵气	2	5	11	
恶魔	2	4	30	
摔跤	2	6	27	
磨难	2	4	26	
站稳	2	7	24	
护心镜	3	7	27	
遮	1	4	14	
藤牌	2	6	30	
火箭	2	5	19	
头盔	2	4	16	
宝剑	2	5	17	
倦	1	3	10	
讲明	2	4	14	
本分	2	4	9	
诚心	2	3	12	
体会	2	5	13	
全军	2	4	12	
好意	2	4	19	
真心	2	4	14	
惊吓	2	6	17	
交通	2	5	16	
存心	2	3	10	
同等	2	6	18	
无不	2	2	8	
更是	2	3	16	
徒劳	2	4	17	
奠	1	3	12	
急速	2	5	19	
欢欢	2	4	12	
乐乐	2	4	10	
犬	1	1	4	
自行	2	5	12	
有损	2	4	16	
至宝	2	4	14	
粪土	2	4	15	
向着	2	4	17	
标竿	2	4	18	
以此	2	4	10	
相似	2	4	15	
友	1	1	4	
阿爹	2	6	17	
循	1	4	10	
册	1	1	5	
